Student_ID,CGPA,SSC_Marks,HSC_Marks,Internship_Count,Internship_Duration_Months,Projects,Workshops_Certifications,Extracurricular_Activities,Active_Backlogs,Placement_Training,Placement_Status
STU12896,6.89,58.54,71.33,2,3,4,1,1,0,Yes,1
STU12897,7.48,70.65,72.69,0,0,1,2,3,0,No,0
STU12898,6.53,62.9,57.83,1,2,0,1,1,0,Yes,0
STU12899,6.78,58.67,59.21,1,2,0,2,2,0,No,0
STU12900,6.79,50.34,59.89,2,6,3,0,1,0,Yes,1
STU12901,6.63,63.2,64.36,2,6,1,1,2,0,Yes,1
STU12902,6.49,65.33,52.58,2,6,3,0,1,0,Yes,0
STU12903,7.88,79.4,82.94,1,3,3,5,2,0,Yes,1
STU12904,4.96,50.04,52.4,1,1,4,1,2,0,Yes,0
STU12905,8.81,89.74,80.77,0,0,2,1,2,2,No,0
STU12906,7.16,70.36,74.55,2,5,5,1,2,0,Yes,1
STU12907,7.7,78.97,81.45,3,10,3,0,1,0,No,0
STU12908,7.83,87.76,81.88,0,0,1,5,3,0,Yes,1
STU12909,6.19,50.05,49.02,1,3,4,4,4,0,Yes,1
STU12910,5.95,57.86,49.5,1,1,4,1,2,0,No,1
STU12911,5.81,44.84,48.2,1,3,1,3,2,0,No,0
STU12912,6.72,58.46,72.77,1,1,3,0,2,0,No,0
STU12913,7.8,86.51,76.27,1,1,5,3,2,0,No,1
STU12914,6.33,50.35,53.51,2,4,2,1,5,1,Yes,0
STU12915,7.7,76.68,68.24,1,1,1,2,5,0,Yes,1
STU12916,4.28,59.58,36.58,0,0,1,1,4,0,No,0
STU12917,6.56,67.02,53.76,0,0,0,5,1,0,Yes,0
STU12918,8.34,80.13,83.72,0,0,3,1,1,0,No,0
STU12919,6.8,61.37,53.22,1,3,3,1,2,0,No,1
STU12920,6.05,53.14,47.17,1,3,2,0,1,0,No,0
STU12921,6.24,64.43,42.4,0,0,0,2,2,1,Yes,0
STU12922,4.0,39.11,50.53,0,0,1,3,0,1,Yes,0
STU12923,5.84,45.77,49.78,2,3,5,2,1,0,Yes,1
STU12924,8.22,87.71,82.29,2,6,3,5,1,1,Yes,0
STU12925,6.33,47.55,48.09,1,3,3,0,2,0,No,1
STU12926,6.47,54.04,63.48,0,0,3,2,2,2,Yes,1
STU12927,4.32,44.97,51.5,2,5,4,2,3,1,Yes,1
STU12928,5.12,47.19,44.8,0,0,3,0,2,0,No,0
STU12929,8.37,76.53,78.84,2,3,3,1,2,0,No,0
STU12930,7.71,80.39,78.58,1,3,4,4,3,0,Yes,1
STU12931,5.51,52.85,50.94,0,0,1,4,5,1,Yes,0
STU12932,6.27,52.94,59.14,0,0,3,1,3,0,No,0
STU12933,6.97,77.3,68.32,1,2,2,2,1,0,Yes,1
STU12934,5.62,52.34,53.09,0,0,1,2,5,0,No,0
STU12935,4.7,39.96,38.84,1,3,4,4,1,0,Yes,1
STU12936,6.82,74.72,67.46,0,0,4,2,2,2,No,0
STU12937,7.66,74.49,71.9,2,3,8,1,1,0,No,1
STU12938,7.68,79.01,59.87,2,5,0,4,3,0,Yes,1
STU12939,8.01,78.7,75.84,0,0,1,6,2,0,Yes,1
STU12940,5.21,51.54,41.48,1,3,2,1,2,1,No,0
STU12941,7.07,66.05,67.39,1,3,3,3,2,0,No,0
STU12942,6.69,60.31,64.86,0,0,0,3,3,1,No,1
STU12943,6.9,65.3,64.41,1,2,5,2,0,0,No,1
STU12944,6.76,60.92,72.99,0,0,2,0,3,0,No,0
STU12945,6.24,62.96,50.38,0,0,1,4,1,0,Yes,0
STU12946,4.0,37.57,35.0,2,5,2,1,2,0,No,0
STU12947,8.34,84.27,83.16,0,0,1,1,3,3,Yes,1
STU12948,7.38,74.17,67.37,1,2,1,3,1,0,Yes,1
STU12949,5.29,47.41,38.64,3,9,5,1,2,0,No,1
STU12950,7.54,81.86,71.26,0,0,1,5,3,2,No,0
STU12951,6.49,50.84,52.16,0,0,0,1,1,0,No,0
STU12952,6.52,63.71,53.19,1,2,1,1,1,2,No,0
STU12953,6.12,47.54,61.14,1,1,2,3,2,0,No,0
STU12954,7.62,73.92,74.72,2,4,5,0,3,0,No,1
STU12955,6.08,46.5,49.99,1,2,1,1,2,0,Yes,0
STU12956,5.74,49.26,57.84,2,3,6,1,1,1,Yes,1
STU12957,8.3,80.75,79.45,0,0,1,4,1,0,No,1
STU12958,6.79,74.42,54.21,1,1,2,1,0,0,No,0
STU12959,6.83,66.61,54.21,2,5,5,0,3,0,Yes,0
STU12960,7.8,81.9,75.78,0,0,1,1,3,0,No,0
STU12961,6.23,49.78,43.57,1,3,1,0,5,1,No,0
STU12962,6.46,63.91,49.43,1,3,2,4,5,0,Yes,0
STU12963,7.35,83.07,67.95,1,3,3,4,2,0,Yes,1
STU12964,5.23,53.09,51.67,0,0,1,2,0,0,Yes,0
STU12965,7.25,63.93,76.55,1,3,4,2,2,1,No,0
STU12966,6.13,52.41,56.15,1,2,2,1,0,0,Yes,1
STU12967,7.98,82.04,78.37,1,2,5,1,5,0,Yes,1
STU12968,7.63,73.68,70.72,0,0,4,2,2,1,No,1
STU12969,7.48,90.26,74.39,0,0,3,4,2,0,Yes,1
STU12970,5.15,44.61,55.2,1,2,3,3,2,1,No,1
STU12971,6.88,65.63,63.74,1,1,7,3,4,0,No,1
STU12972,5.65,46.89,44.71,2,3,4,4,5,0,Yes,1
STU12973,6.96,68.6,63.26,0,0,2,3,1,0,Yes,0
STU12974,4.34,53.8,40.9,2,3,5,2,2,0,Yes,1
STU12975,5.23,48.57,48.17,2,6,4,0,1,0,Yes,1
STU12976,8.37,83.39,77.12,0,0,1,2,2,0,Yes,0
STU12977,7.42,67.84,73.72,1,2,1,0,4,0,No,1
STU12978,6.59,68.65,61.8,0,0,1,3,2,0,Yes,1
STU12979,5.95,52.41,52.34,1,3,2,2,2,3,Yes,1
STU12980,5.75,50.25,41.85,2,6,2,1,3,0,Yes,1
STU12981,7.23,57.39,67.52,0,0,0,2,1,0,Yes,0
STU12982,6.6,60.8,55.41,2,5,4,2,3,0,No,1
STU12983,8.78,84.76,83.73,1,3,4,3,1,0,Yes,1
STU12984,6.79,53.51,57.46,1,2,3,4,1,0,Yes,1
STU12985,7.07,74.9,73.42,1,1,5,0,2,0,No,1
STU12986,5.4,45.6,46.93,0,0,0,1,5,0,No,0
STU12987,6.59,72.63,48.55,0,0,1,2,2,0,Yes,0
STU12988,7.2,79.48,60.02,1,2,0,5,2,0,No,1
STU12989,6.57,56.75,65.29,1,3,4,1,1,0,No,0
STU12990,6.44,67.41,55.11,1,2,2,4,1,1,Yes,0
STU12991,7.38,83.24,68.23,0,0,2,0,3,0,No,0
STU12992,8.74,83.65,90.78,1,3,3,4,2,0,No,1
STU12993,7.17,64.24,66.53,1,3,1,2,3,0,Yes,0
STU12994,8.32,71.39,74.15,2,5,3,1,3,0,Yes,1
STU12995,7.71,80.61,68.56,1,2,4,0,5,0,No,0
STU12996,8.25,77.89,84.49,0,0,2,5,2,0,Yes,1
STU12997,6.3,59.73,66.44,2,5,4,1,1,0,Yes,1
STU12998,6.76,60.6,66.05,2,5,1,0,2,0,No,1
STU12999,6.77,59.44,58.82,1,3,2,5,4,0,Yes,1
STU13000,7.63,73.77,72.78,0,0,1,1,1,0,No,0
STU13001,7.91,72.82,77.91,1,3,2,2,2,0,Yes,1
STU13002,7.14,66.73,54.98,2,6,3,0,4,0,No,1
STU13003,8.01,77.22,78.78,0,0,1,0,1,0,No,0
STU13004,6.35,57.86,58.45,0,0,0,4,1,0,Yes,0
STU13005,8.02,82.32,89.33,2,3,1,1,1,0,No,1
STU13006,8.17,76.59,86.56,0,0,0,1,1,0,Yes,1
STU13007,7.78,85.69,87.67,1,1,1,0,3,1,No,0
STU13008,7.15,69.32,77.36,2,4,7,3,1,0,No,1
STU13009,7.82,88.53,84.88,0,0,2,2,2,0,No,0
STU13010,5.97,54.92,50.63,2,4,4,1,3,0,No,1
STU13011,7.23,71.8,70.45,2,4,5,5,3,1,Yes,1
STU13012,7.35,70.19,60.11,1,3,1,0,1,0,No,1
STU13013,5.47,52.96,47.05,1,2,1,2,2,0,No,1
STU13014,7.55,76.27,76.47,0,0,3,0,2,0,No,0
STU13015,5.56,55.05,45.2,1,3,1,3,3,0,No,1
STU13016,6.51,69.79,47.92,0,0,1,1,1,3,No,0
STU13017,7.05,64.28,75.13,1,3,4,2,2,0,No,1
STU13018,6.16,59.23,54.98,1,2,4,1,1,0,No,0
STU13019,7.09,72.91,76.72,2,3,3,2,3,3,Yes,1
STU13020,7.08,71.84,70.54,0,0,3,1,2,0,Yes,0
STU13021,6.06,51.7,59.51,0,0,4,2,2,0,No,0
STU13022,7.65,75.06,81.52,0,0,2,1,0,2,No,0
STU13023,6.12,51.57,47.99,2,6,5,3,1,1,Yes,1
STU13024,9.63,85.86,83.43,0,0,2,2,4,0,Yes,1
STU13025,6.87,60.76,60.23,0,0,0,2,2,0,Yes,0
STU13026,5.65,49.91,41.73,2,4,1,0,3,0,Yes,0
STU13027,5.87,47.91,60.05,0,0,1,1,3,0,No,0
STU13028,8.32,86.97,81.61,1,2,2,4,1,0,No,1
STU13029,6.53,60.83,60.25,1,3,2,2,2,0,Yes,0
STU13030,5.43,50.03,38.03,2,5,4,1,2,1,No,0
STU13031,7.98,79.71,83.27,1,1,6,2,2,0,No,1
STU13032,6.52,60.76,54.89,1,2,3,3,2,2,No,0
STU13033,7.75,77.26,83.31,0,0,2,0,2,0,No,0
STU13034,8.08,86.9,75.11,1,3,2,3,2,0,Yes,1
STU13035,7.32,70.07,77.72,1,2,1,0,2,1,No,0
STU13036,9.76,91.85,92.24,0,0,2,1,1,2,No,0
STU13037,5.02,39.11,41.16,2,4,5,0,3,2,No,0
STU13038,6.06,58.61,59.84,1,1,3,2,1,1,No,1
STU13039,6.71,59.73,66.98,1,1,1,1,0,0,No,0
STU13040,9.6,83.97,89.38,0,0,1,4,1,0,Yes,0
STU13041,9.07,81.49,79.36,1,1,4,1,3,0,Yes,1
STU13042,8.48,78.24,87.35,1,2,6,0,1,0,No,1
STU13043,6.09,51.78,52.06,1,2,3,4,1,1,Yes,1
STU13044,6.22,65.25,53.56,1,1,3,2,2,0,No,0
STU13045,6.05,50.31,51.61,2,3,6,1,2,0,No,1
STU13046,6.1,41.56,51.64,1,1,1,0,3,0,No,0
STU13047,8.72,89.08,78.7,2,6,3,1,1,0,No,1
STU13048,6.72,56.61,51.2,0,0,0,2,1,0,No,0
STU13049,6.87,70.66,52.44,1,3,1,2,1,1,No,0
STU13050,7.89,77.83,79.16,0,0,1,5,3,0,Yes,0
STU13051,5.09,45.57,35.0,2,4,2,3,3,0,No,0
STU13052,7.06,76.03,70.21,1,1,5,2,3,0,Yes,0
STU13053,5.74,54.96,51.29,0,0,2,0,3,0,No,0
STU13054,6.66,54.95,57.61,3,11,4,3,2,0,Yes,1
STU13055,6.33,50.96,60.71,0,0,2,1,2,0,No,0
STU13056,6.27,46.12,52.26,2,3,3,3,1,0,Yes,1
STU13057,7.26,87.49,71.38,2,5,4,1,3,0,No,1
STU13058,7.25,66.63,57.06,1,1,3,3,1,0,Yes,0
STU13059,6.75,70.8,47.33,0,0,3,0,3,2,Yes,1
STU13060,7.43,71.12,69.9,0,0,0,3,3,0,Yes,0
STU13061,6.0,47.24,53.26,0,0,2,3,3,0,Yes,0
STU13062,7.78,79.25,81.83,2,3,8,2,3,0,Yes,1
STU13063,6.76,62.07,59.97,0,0,1,3,1,1,No,1
STU13064,6.44,64.05,57.71,0,0,1,4,2,0,No,0
STU13065,6.09,59.53,56.36,0,0,0,4,3,1,Yes,0
STU13066,6.72,59.8,59.58,1,2,4,1,4,1,No,1
STU13067,9.15,79.92,89.08,1,2,3,0,1,3,Yes,1
STU13068,6.93,59.45,56.86,1,3,3,2,2,0,No,0
STU13069,5.68,37.09,37.84,2,6,11,1,1,0,No,1
STU13070,8.06,80.4,75.85,0,0,5,3,3,0,Yes,1
STU13071,6.46,59.31,61.03,0,0,2,2,2,1,Yes,0
STU13072,7.33,66.03,65.62,1,3,3,1,1,2,Yes,0
STU13073,6.3,49.74,58.22,0,0,2,3,2,0,No,1
STU13074,8.47,85.37,76.31,0,0,3,0,0,0,No,1
STU13075,6.32,53.7,51.0,2,6,6,2,3,0,Yes,1
STU13076,8.61,84.98,84.71,0,0,1,3,4,1,No,1
STU13077,5.79,49.5,44.7,2,5,3,0,2,0,No,1
STU13078,6.66,63.95,56.47,2,5,2,4,1,0,Yes,1
STU13079,8.61,82.87,67.61,0,0,1,3,1,0,Yes,1
STU13080,7.19,67.91,72.87,0,0,0,0,1,0,No,0
STU13081,9.61,78.16,85.74,0,0,2,1,1,2,No,0
STU13082,6.69,62.51,54.14,0,0,0,2,2,0,Yes,0
STU13083,7.3,73.01,80.47,1,2,4,1,1,0,Yes,1
STU13084,9.19,87.61,80.95,2,6,4,1,3,0,Yes,1
STU13085,5.26,59.47,41.9,0,0,1,3,3,0,No,0
STU13086,5.12,48.34,38.59,0,0,0,1,1,0,No,1
STU13087,6.09,53.7,58.26,1,2,4,1,2,0,No,0
STU13088,7.94,83.87,86.47,0,0,4,3,1,0,Yes,1
STU13089,5.15,60.17,52.5,0,0,1,0,2,0,No,0
STU13090,7.69,79.51,82.94,0,0,2,4,2,2,Yes,1
STU13091,7.61,63.47,70.23,2,5,4,2,2,0,No,1
STU13092,9.32,91.59,96.03,0,0,1,2,3,0,No,1
STU13093,8.2,78.03,79.13,0,0,2,2,1,2,No,0
STU13094,7.42,62.66,61.93,1,1,5,0,1,1,Yes,1
STU13095,8.56,96.18,80.43,0,0,4,2,1,0,No,1
STU13096,7.62,85.9,75.96,0,0,2,5,3,0,Yes,0
STU13097,6.47,54.19,52.76,3,6,3,3,0,0,No,0
STU13098,5.68,45.38,48.65,2,3,2,2,1,0,No,0
STU13099,6.35,58.79,58.05,0,0,0,1,2,0,No,0
STU13100,6.95,61.83,66.61,0,0,2,3,1,0,Yes,0
STU13101,7.2,70.14,71.88,2,3,5,2,3,2,No,1
STU13102,4.54,41.46,41.65,0,0,0,3,1,0,Yes,0
STU13103,6.75,61.39,56.43,1,1,3,1,5,1,No,1
STU13104,7.03,59.99,56.6,0,0,2,3,2,1,Yes,0
STU13105,7.63,82.12,73.63,1,3,2,1,2,0,Yes,1
STU13106,8.87,94.84,81.4,0,0,5,2,2,0,No,1
STU13107,7.21,70.58,67.47,1,2,1,4,2,0,Yes,1
STU13108,5.95,53.04,37.84,2,5,4,1,1,0,No,0
STU13109,4.91,50.35,35.0,1,3,2,1,2,0,No,0
STU13110,7.79,79.2,79.24,2,5,2,3,2,0,Yes,1
STU13111,6.0,64.09,40.9,1,3,2,3,2,0,Yes,1
STU13112,8.0,73.61,77.37,0,0,0,2,2,0,Yes,1
STU13113,8.61,91.42,78.27,2,4,2,0,0,0,No,0
STU13114,5.22,47.17,39.49,3,11,5,2,2,1,Yes,0
STU13115,7.64,70.56,74.8,0,0,0,6,1,0,Yes,1
STU13116,8.49,99.06,82.75,3,11,5,2,1,0,Yes,1
STU13117,8.17,97.35,83.31,3,11,7,1,1,0,Yes,1
STU13118,4.59,44.58,36.22,0,0,3,1,1,2,No,0
STU13119,6.02,56.55,45.58,1,2,3,2,2,0,Yes,0
STU13120,5.53,46.83,53.4,0,0,1,0,3,0,No,0
STU13121,7.6,74.89,72.41,0,0,1,0,1,1,No,0
STU13122,7.48,68.23,74.22,0,0,1,4,3,0,Yes,0
STU13123,4.0,37.44,39.14,0,0,0,2,0,0,Yes,0
STU13124,6.65,73.39,62.06,2,5,8,0,1,3,No,1
STU13125,7.92,80.5,62.8,0,0,3,0,1,1,Yes,1
STU13126,7.17,70.81,74.41,1,3,1,1,3,0,Yes,1
STU13127,7.17,65.62,64.75,2,4,1,1,2,2,Yes,1
STU13128,6.58,62.33,50.7,1,2,3,2,1,1,Yes,0
STU13129,5.78,42.58,42.23,2,4,1,2,3,2,Yes,0
STU13130,6.98,62.88,62.94,1,3,4,2,2,0,No,0
STU13131,7.06,61.64,65.17,0,0,0,3,0,0,Yes,0
STU13132,7.71,85.99,76.08,2,3,4,3,0,0,Yes,1
STU13133,7.8,69.39,69.15,1,2,4,3,1,0,Yes,1
STU13134,7.1,62.37,71.67,1,3,3,3,1,0,No,1
STU13135,8.26,71.57,77.71,0,0,3,4,4,0,Yes,1
STU13136,6.57,55.67,54.56,1,3,5,3,2,0,Yes,1
STU13137,5.34,45.68,44.08,0,0,0,1,1,0,No,0
STU13138,7.55,81.97,77.08,2,6,7,2,4,0,Yes,1
STU13139,7.15,68.79,66.92,2,5,5,2,1,3,No,1
STU13140,7.57,73.93,70.14,0,0,0,1,1,1,Yes,0
STU13141,5.55,51.57,44.83,1,2,2,6,2,0,Yes,0
STU13142,9.06,85.62,92.6,0,0,2,2,4,0,Yes,1
STU13143,7.82,93.94,82.81,1,2,1,1,2,3,Yes,1
STU13144,6.67,58.98,61.72,0,0,1,4,5,0,No,0
STU13145,5.92,55.46,50.87,1,2,1,2,3,0,Yes,0
STU13146,8.24,88.59,94.51,1,3,3,2,5,0,No,1
STU13147,5.73,47.46,50.96,2,4,6,2,1,2,Yes,0
STU13148,9.6,90.44,87.53,0,0,1,1,3,0,Yes,1
STU13149,6.29,54.2,52.99,2,5,6,4,1,1,Yes,1
STU13150,8.98,89.63,87.12,0,0,2,0,3,0,No,1
STU13151,6.79,65.08,43.2,0,0,3,1,2,0,No,0
STU13152,8.82,86.52,90.53,0,0,3,1,1,0,No,0
STU13153,6.15,48.55,44.86,0,0,0,2,2,0,Yes,1
STU13154,7.02,79.44,60.95,1,2,3,0,5,2,No,0
STU13155,7.93,84.29,69.37,0,0,1,3,1,0,No,0
STU13156,7.76,69.32,71.43,1,1,5,6,0,0,Yes,0
STU13157,8.27,81.39,78.87,3,6,6,1,2,1,Yes,1
STU13158,6.44,49.74,61.49,2,5,2,3,2,0,Yes,1
STU13159,7.1,74.0,74.16,1,2,2,1,2,0,No,1
STU13160,8.44,85.08,93.86,1,1,1,2,2,0,Yes,0
STU13161,6.19,55.9,53.49,0,0,1,0,1,0,No,1
STU13162,7.66,72.57,73.31,0,0,2,0,1,1,No,1
STU13163,6.75,61.9,65.48,2,4,3,2,4,0,Yes,1
STU13164,7.24,76.27,63.43,3,12,4,1,0,0,No,1
STU13165,7.1,75.75,60.62,2,3,2,0,3,0,No,1
STU13166,6.09,59.82,49.54,1,3,5,0,1,0,No,0
STU13167,6.7,53.68,59.79,2,5,0,3,1,1,No,0
STU13168,7.17,69.32,55.03,0,0,1,6,2,0,Yes,1
STU13169,6.88,67.43,69.31,1,2,5,1,1,0,No,0
STU13170,8.81,82.9,85.75,1,3,2,0,3,3,No,0
STU13171,8.16,73.0,84.75,1,2,1,2,1,0,Yes,0
STU13172,7.33,65.26,60.56,0,0,1,3,2,2,Yes,1
STU13173,6.12,64.08,48.09,1,3,5,2,1,0,No,1
STU13174,6.05,47.1,46.95,0,0,1,2,1,0,No,0
STU13175,9.27,89.17,84.67,2,4,5,3,3,0,No,1
STU13176,5.84,51.23,48.97,1,3,2,3,2,1,Yes,0
STU13177,7.13,69.01,72.15,1,1,5,0,1,0,No,1
STU13178,7.42,72.21,71.72,2,4,4,5,1,1,Yes,1
STU13179,6.64,66.88,54.69,3,10,6,1,1,1,No,1
STU13180,5.85,52.48,62.39,2,4,6,3,4,0,Yes,0
STU13181,6.1,51.05,50.21,1,2,2,1,1,0,Yes,0
STU13182,6.37,58.55,49.8,1,1,6,1,2,1,No,0
STU13183,6.18,48.16,41.51,1,2,5,0,4,0,No,0
STU13184,8.53,88.65,83.34,2,3,5,1,1,1,Yes,1
STU13185,6.99,63.57,68.8,1,3,2,2,3,0,Yes,1
STU13186,6.4,54.9,48.8,0,0,0,2,1,0,Yes,1
STU13187,7.12,72.9,70.57,1,2,0,2,1,0,Yes,0
STU13188,7.77,76.49,76.44,1,1,2,0,3,0,Yes,1
STU13189,6.6,59.44,47.91,0,0,1,5,2,1,No,0
STU13190,8.04,88.9,82.65,0,0,2,5,4,0,Yes,0
STU13191,5.54,43.89,45.14,2,5,0,1,3,2,Yes,0
STU13192,8.35,87.58,74.83,2,6,4,2,1,0,Yes,1
STU13193,6.99,73.36,70.4,0,0,1,2,2,1,No,0
STU13194,6.94,74.0,69.63,2,6,4,4,4,0,No,1
STU13195,6.2,69.12,46.17,2,3,5,8,2,0,Yes,1
STU13196,5.59,46.18,48.8,0,0,2,3,1,0,No,0
STU13197,5.08,42.0,45.42,0,0,1,2,5,0,No,0
STU13198,6.12,59.99,51.68,1,3,2,1,2,3,No,1
STU13199,7.68,83.5,71.77,2,6,6,1,3,0,No,1
STU13200,5.89,48.0,48.85,1,2,2,2,1,0,Yes,0
STU13201,5.22,50.74,50.47,2,4,8,2,2,3,Yes,1
STU13202,5.95,69.61,52.72,0,0,2,0,1,0,No,0
STU13203,6.56,61.49,46.3,0,0,0,2,2,0,Yes,0
STU13204,6.6,67.08,45.68,1,3,1,2,0,0,No,0
STU13205,6.85,74.92,51.32,1,1,2,4,4,0,Yes,1
STU13206,8.19,98.22,72.04,1,1,1,2,3,0,No,1
STU13207,8.44,86.7,77.7,2,3,3,4,2,0,Yes,1
STU13208,9.31,96.49,83.26,0,0,2,1,3,1,No,0
STU13209,5.13,42.7,44.03,1,1,1,2,5,2,No,0
STU13210,6.02,54.02,50.66,2,4,1,2,2,3,Yes,0
STU13211,7.8,76.65,76.03,2,5,4,1,1,0,No,1
STU13212,6.48,48.41,63.59,0,0,0,2,2,0,Yes,0
STU13213,7.99,71.82,68.37,1,3,2,3,2,0,Yes,0
STU13214,7.24,74.16,70.58,0,0,1,0,4,2,No,0
STU13215,8.82,90.06,86.33,0,0,2,1,5,0,Yes,1
STU13216,8.2,77.02,72.69,0,0,2,3,4,0,Yes,1
STU13217,8.22,92.81,83.67,1,2,2,1,1,2,No,1
STU13218,6.53,53.75,59.64,3,10,2,1,2,0,Yes,0
STU13219,6.89,67.55,62.75,0,0,1,2,1,0,No,0
STU13220,6.65,59.75,44.74,3,6,8,2,2,0,No,1
STU13221,5.27,48.67,50.81,1,3,2,0,2,0,No,1
STU13222,8.69,92.14,85.11,0,0,1,2,3,0,Yes,1
STU13223,7.86,84.46,79.34,0,0,0,1,1,0,No,0
STU13224,6.6,65.79,38.2,1,1,2,1,2,0,Yes,1
STU13225,8.5,89.13,79.46,0,0,3,2,1,1,Yes,1
STU13226,6.28,49.29,45.32,1,3,4,1,5,1,No,0
STU13227,4.89,53.29,51.25,0,0,1,0,2,0,No,1
STU13228,8.16,76.56,73.29,2,5,1,2,1,0,Yes,0
STU13229,5.53,49.04,55.55,0,0,5,2,5,0,Yes,1
STU13230,6.77,62.13,66.96,1,2,2,5,4,0,Yes,1
STU13231,7.24,73.66,69.88,1,1,2,3,5,2,Yes,0
STU13232,7.44,71.63,78.35,2,5,3,5,1,0,Yes,1
STU13233,7.98,80.35,72.63,1,2,2,3,1,0,Yes,1
STU13234,7.67,87.47,70.17,1,1,4,3,1,0,No,0
STU13235,7.63,69.43,79.74,2,4,3,2,1,2,No,1
STU13236,6.09,54.7,46.08,2,5,3,2,2,0,Yes,1
STU13237,7.34,66.35,62.08,2,5,3,3,1,0,Yes,1
STU13238,5.27,52.07,43.1,0,0,2,1,2,3,No,0
STU13239,8.8,82.89,78.96,1,2,4,0,1,0,Yes,1
STU13240,5.39,48.96,56.92,1,2,2,5,4,1,No,0
STU13241,6.6,53.57,63.17,2,3,5,4,3,0,Yes,1
STU13242,5.48,57.12,42.92,1,3,4,1,1,0,No,0
STU13243,6.16,56.0,46.55,0,0,2,2,2,0,Yes,0
STU13244,7.02,68.98,67.19,0,0,1,1,2,0,Yes,1
STU13245,6.39,63.54,62.69,1,3,1,1,3,0,Yes,1
STU13246,8.32,76.82,83.07,1,2,5,2,3,0,No,1
STU13247,7.26,68.21,63.2,1,3,3,1,1,0,No,1
STU13248,6.47,60.57,47.93,2,4,4,2,2,0,Yes,0
STU13249,6.85,54.81,60.11,2,5,3,1,1,0,Yes,0
STU13250,8.4,75.03,83.85,1,1,2,0,2,0,Yes,1
STU13251,8.05,77.04,76.14,1,2,2,1,1,0,Yes,1
STU13252,5.69,43.98,53.87,2,5,5,1,1,0,Yes,1
STU13253,6.22,54.15,56.38,2,5,5,0,2,0,No,0
STU13254,7.55,79.21,74.5,1,3,1,1,1,0,No,1
STU13255,7.41,78.53,74.08,1,3,1,3,2,0,Yes,0
STU13256,5.79,62.55,40.36,0,0,1,1,3,0,No,1
STU13257,7.86,79.85,73.99,0,0,3,4,2,0,Yes,1
STU13258,5.98,54.43,44.26,1,3,3,2,3,0,Yes,0
STU13259,8.5,85.49,84.94,2,6,0,5,3,0,Yes,1
STU13260,7.61,78.78,67.71,1,2,3,0,0,0,No,1
STU13261,5.7,53.28,48.38,0,0,0,6,1,3,No,1
STU13262,6.39,64.08,54.56,2,6,2,1,2,0,No,0
STU13263,6.37,63.75,58.84,1,2,0,2,2,0,No,1
STU13264,7.18,73.81,60.51,0,0,0,2,0,0,Yes,0
STU13265,6.77,73.15,63.8,0,0,2,3,5,0,Yes,0
STU13266,5.68,50.92,41.34,2,4,6,1,2,0,No,1
STU13267,5.4,45.11,40.0,2,5,3,1,4,0,Yes,0
STU13268,7.63,74.5,73.33,0,0,2,1,3,0,Yes,1
STU13269,7.33,72.28,77.08,0,0,2,5,0,0,Yes,1
STU13270,7.12,63.31,61.76,1,2,4,4,1,0,Yes,1
STU13271,7.31,68.97,58.98,2,6,7,2,1,0,Yes,1
STU13272,6.29,50.31,48.48,0,0,0,4,3,0,Yes,1
STU13273,7.21,73.2,65.83,1,1,5,1,2,0,No,1
STU13274,9.92,91.85,97.94,0,0,2,3,2,0,Yes,1
STU13275,8.35,74.0,83.94,1,3,5,3,2,1,No,1
STU13276,6.67,58.6,55.0,0,0,3,5,2,0,Yes,1
STU13277,6.4,69.6,54.8,0,0,2,1,2,0,No,1
STU13278,4.0,48.9,51.55,0,0,2,1,5,0,No,0
STU13279,8.23,86.29,79.12,1,3,1,2,3,0,No,1
STU13280,7.9,76.55,76.16,1,2,9,5,4,0,Yes,1
STU13281,6.37,60.0,52.85,0,0,2,3,2,0,Yes,1
STU13282,5.35,48.42,49.68,1,1,2,3,3,0,Yes,0
STU13283,5.67,45.87,44.5,0,0,0,1,2,1,No,0
STU13284,7.51,72.58,77.78,2,5,2,1,1,1,No,0
STU13285,6.9,63.38,69.58,0,0,2,2,1,0,No,0
STU13286,7.8,70.32,79.93,2,3,2,4,1,0,Yes,1
STU13287,7.1,61.52,65.11,1,3,2,3,3,1,No,1
STU13288,8.11,81.31,71.11,0,0,2,2,2,0,Yes,1
STU13289,7.43,69.2,69.94,2,4,1,3,2,0,Yes,1
STU13290,7.95,79.25,74.04,0,0,1,1,3,1,Yes,1
STU13291,4.6,36.2,38.16,0,0,2,4,3,0,No,0
STU13292,5.58,54.81,45.56,0,0,1,4,0,0,No,0
STU13293,6.58,73.69,61.08,0,0,7,1,1,0,No,1
STU13294,8.24,89.84,76.94,2,5,4,4,4,1,No,1
STU13295,9.16,95.37,77.34,1,1,5,5,3,0,Yes,1
STU13296,6.81,68.66,56.15,0,0,3,1,2,0,No,1
STU13297,6.3,58.83,64.38,1,3,2,0,0,0,No,0
STU13298,4.75,46.63,46.41,1,1,5,3,2,0,No,0
STU13299,7.99,75.97,72.72,3,11,4,3,3,0,Yes,1
STU13300,6.37,62.31,62.9,1,1,2,3,2,0,Yes,1
STU13301,10.0,93.68,85.45,0,0,0,3,5,0,Yes,1
STU13302,6.15,52.65,66.1,0,0,2,3,1,0,Yes,0
STU13303,9.42,92.35,87.76,2,3,2,5,1,0,Yes,1
